Date,Day,Year,Tourn,Rnd,Team_1,Team_2,Team_1_Score,Team_2_Score,Team_1_Tries,Team_2_Tries,Team_1_Points,Team_2_Points,Venue,Neut.
26 May 1995,Fri,1995,WC,Pool D,SCO,IVO,89,0,13,0,5,0,"Royal Bafokeng Stm, Rustenburg",Y
26 May 1995,Fri,1995,WC,Pool D,FRA,TON,38,10,4,1,5,0,"Loftus Versfeld, Pretoria",Y
26 May 1995,Fri,1995,WC,Pool A,ROM,CAN,3,34,0,3,0,4,"Boet Erasmus, Pt Elizabeth",Y
27 May 1995,Sat,1995,WC,Pool C,NZL,IRE,43,19,5,3,5,0,"Ellis Park, Johannesburg",Y
27 May 1995,Sat,1995,WC,Pool B,ITA,SAM,18,42,2,6,0,5,East_London,Y
27 May 1995,Sat,1995,WC,Pool B,ENG,ARG,24,18,0,2,4,1,"Kings Park Stadium, Durban",Y
27 May 1995,Sat,1995,WC,Pool C,WAL,JAP,57,10,7,2,5,0,"Vodacom Park, Bloemfontein",Y
30 May 1995,Tue,1995,WC,Pool A,SAF,ROM,21,8,2,1,4,0,"Newlands, Cape Town",N
30 May 1995,Tue,1995,WC,Pool D,FRA,IVO,54,18,8,2,5,0,"Royal Bafokeng Stm, Rustenburg",Y
30 May 1995,Tue,1995,WC,Pool D,SCO,TON,41,5,3,1,4,0,"Loftus Versfeld, Pretoria",Y
30 May 1995,Tue,1995,WC,Pool B,ARG,SAM,26,32,1,3,1,4,East_London,Y
31 May 1995,Wed,1995,WC,Pool A,AUS,CAN,27,11,3,1,4,0,"Boet Erasmus, Pt Elizabeth",Y
31 May 1995,Wed,1995,WC,Pool C,NZL,WAL,34,9,3,0,4,0,"Ellis Park, Johannesburg",Y
31 May 1995,Wed,1995,WC,Pool B,ENG,ITA,27,20,2,2,4,1,"Kings Park Stadium, Durban",Y
31 May 1995,Wed,1995,WC,Pool C,IRE,JAP,50,28,7,4,5,1,"Vodacom Park, Bloemfontein",Y
03 Jun 1995,Sat,1995,WC,Pool A,SAF,CAN,20,0,2,0,4,0,"Boet Erasmus, Pt Elizabeth",N
03 Jun 1995,Sat,1995,WC,Pool A,AUS,ROM,42,3,6,0,5,0,Stellenbosch,Y
03 Jun 1995,Sat,1995,WC,Pool D,FRA,SCO,22,19,1,1,4,1,"Loftus Versfeld, Pretoria",Y
03 Jun 1995,Sat,1995,WC,Pool D,TON,IVO,29,11,3,1,4,0,"Royal Bafokeng Stm, Rustenburg",Y
04 Jun 1995,Sun,1995,WC,Pool C,IRE,WAL,24,23,3,2,4,1,"Ellis Park, Johannesburg",Y
04 Jun 1995,Sun,1995,WC,Pool B,ARG,ITA,25,31,3,3,1,4,East_London,Y
04 Jun 1995,Sun,1995,WC,Pool B,ENG,SAM,44,22,4,3,5,0,"Kings Park Stadium, Durban",Y
04 Jun 1995,Sun,1995,WC,Pool C,NZL,JAP,145,17,21,2,5,0,"Vodacom Park, Bloemfontein",Y
10 Jun 1995,Sat,1995,WC,Quart ,SAF,SAM,42,14,6,2,5,0,"Ellis Park, Johannesburg",N
10 Jun 1995,Sat,1995,WC,Quart ,FRA,IRE,36,12,2,0,4,0,"Kings Park Stadium, Durban",Y
11 Jun 1995,Sun,1995,WC,Quart ,NZL,SCO,48,30,6,3,5,0,"Loftus Versfeld, Pretoria",Y
11 Jun 1995,Sun,1995,WC,Quart ,ENG,AUS,25,22,1,1,4,1,"Newlands, Cape Town",Y
17 Jun 1995,Sat,1995,WC,Semi ,SAF,FRA,19,15,1,0,4,1,"Kings Park Stadium, Durban",N
18 Jun 1995,Sun,1995,WC,Semi ,NZL,ENG,45,29,6,4,5,1,"Newlands, Cape Town",Y
22 Jun 1995,Thu,1995,WC,3&4 ,ENG,FRA,9,19,0,2,0,4,"Loftus Versfeld, Pretoria",Y
24 Jun 1995,Sat,1995,WC,Final ,SAF,NZL,15,12,0,0,4,1,"Ellis Park, Johannesburg",N
22 Jul 1995,Sat,1995,BC,a ,NZL,AUS,28,16,1,1,4,0,"Eden Park, Auckland",N
29 Jul 1995,Sat,1995,BC,n ,AUS,NZL,23,34,2,5,0,5,"Football Stadium, Sydney",N
02 Sep 1995,Sat,1995,ST,,SAF,WAL,40,11,5,1,5,0,"Ellis Park, Johannesburg",N
14 Oct 1995,Sat,1995,,,FRA,ITA,34,22,4,1,5,0,"FC Oeste, Buenos Aires",Y
14 Oct 1995,Sat,1995,,,ARG,ROM,51,16,5,1,5,0,"FC Oeste, Buenos Aires",N
17 Oct 1995,Tue,1995,,,ARG,ITA,26,6,3,0,4,0,Tucuman,N
17 Oct 1995,Tue,1995,,,FRA,ROM,52,8,7,1,5,0,Tucuman,Y
21 Oct 1995,Sat,1995,,,ARG,FRA,12,47,0,7,0,5,"FC Oeste, Buenos Aires",N
28 Oct 1995,Sat,1995,AI,,ITA,NZL,6,70,0,8,0,5,Bologna,N
11 Nov 1995,Sat,1995,AI,,WAL,FIJ,19,15,2,2,4,1,Cardiff Arms Park,N
11 Nov 1995,Sat,1995,AI,,FRA,NZL,22,15,3,0,4,1,Stade Toulouse,N
12 Nov 1995,Sun,1995,AI,,ITA,SAF,21,40,2,4,0,5,"Olympic Stadium, Rome",N
18 Nov 1995,Sat,1995,AI,,IRE,FIJ,44,8,6,1,5,0,"Lansdowne Rd, Dublin",N
18 Nov 1995,Sat,1995,AI,,SCO,SAM,15,15,0,2,2,2,"Murrayfield, Edinburgh",N
18 Nov 1995,Sat,1995,AI,,ENG,SAF,14,24,1,3,0,4,"Twickenham, London",N
18 Nov 1995,Sat,1995,AI,,FRA,NZL,12,37,2,4,0,5,"Parc des Princes, Paris",N
16 Dec 1995,Sat,1995,AI,,ENG,SAM,27,9,2,0,4,0,"Twickenham, London",N
06 Jan 1996,Sat,1996,,,USA,IRE,18,25,2,1,1,4,Atlanta,N
16 Jan 1996,Tue,1996,,,WAL,ITA,31,26,3,2,4,1,Cardiff Arms Park,N
20 Jan 1996,Sat,1996,5N,,IRE,SCO,10,16,1,2,1,4,"Lansdowne Rd, Dublin",N
20 Jan 1996,Sat,1996,5N,,FRA,ENG,15,12,0,0,4,1,"Parc des Princes, Paris",N
03 Feb 1996,Sat,1996,5N,,SCO,FRA,19,14,2,1,4,1,"Murrayfield, Edinburgh",N
03 Feb 1996,Sat,1996,5N,,ENG,WAL,21,15,2,2,4,1,"Twickenham, London",N
17 Feb 1996,Sat,1996,5N,,WAL,SCO,14,16,1,1,1,4,Cardiff Arms Park,N
17 Feb 1996,Sat,1996,5N,,FRA,IRE,45,10,7,1,5,0,"Parc des Princes, Paris",N
02 Mar 1996,Sat,1996,5N CA,,SCO,ENG,9,18,0,0,0,4,"Murrayfield, Edinburgh",N
02 Mar 1996,Sat,1996,5N,,IRE,WAL,30,17,4,2,5,0,"Lansdowne Rd, Dublin",N
16 Mar 1996,Sat,1996,5N,,WAL,FRA,16,15,1,2,4,1,Cardiff Arms Park,N
16 Mar 1996,Sat,1996,5N,,ENG,IRE,28,15,1,0,4,0,"Twickenham, London",N
20 Apr 1996,Sat,1996,,,FRA,ROM,64,12,10,0,5,0,Aurillac,N
07 Jun 1996,Fri,1996,,,NZL,SAM,51,10,7,1,5,0,Napier,N
08 Jun 1996,Sat,1996,,,URU,ARG,18,37,2,5,0,5,Montevideo,N
09 Jun 1996,Sun,1996,ST,,AUS,WAL,56,25,7,3,5,0,"Ballymore, Brisbane",N
15 Jun 1996,Sat,1996,ST,1,NZL,SCO,62,31,9,3,5,0,"Carisbrook, Dunedin",N
22 Jun 1996,Sat,1996,ST,,ARG,FRA,27,34,4,5,2,5,"FC Oeste, Buenos Aires",N
22 Jun 1996,Sat,1996,ST,,AUS,WAL,42,3,6,0,5,0,"Football Stadium, Sydney",N
22 Jun 1996,Sat,1996,ST,2,NZL,SCO,36,12,5,2,5,0,"Eden Park, Auckland",N
29 Jun 1996,Sat,1996,ST,,ARG,FRA,15,34,0,4,0,5,"FC Oeste, Buenos Aires",N
29 Jun 1996,Sat,1996,ST,,AUS,CAN,74,9,10,0,5,0,"Ballymore, Brisbane",N
02 Jul 1996,Tue,1996,,,SAF,FIJ,43,18,5,2,5,0,"Loftus Versfeld, Pretoria",N
06 Jul 1996,Sat,1996,3N BC,n ,NZL,AUS,43,6,6,0,5,0,"Athletic Park, Wellington",N
13 Jul 1996,Sat,1996,3N,,AUS,SAF,21,16,2,1,4,1,"Football Stadium, Sydney",N
13 Jul 1996,Sat,1996,,,SAM,TON,30,15,4,1,5,0,Apia,N
20 Jul 1996,Sat,1996,3N,,NZL,SAF,15,11,0,1,4,1,"Lancaster Park, Christchurch",N
27 Jul 1996,Sat,1996,3N BC,n ,AUS,NZL,25,32,2,2,1,4,"Lang Park, Brisbane",N
03 Aug 1996,Sat,1996,3N,,SAF,AUS,25,19,1,1,4,1,"Vodacom Park, Bloemfontein",N
10 Aug 1996,Sat,1996,3N,,SAF,NZL,18,29,2,2,0,4,"Newlands, Cape Town",N
17 Aug 1996,Sat,1996,TO,1,SAF,NZL,19,23,1,3,1,4,"Kings Park Stadium, Durban",N
24 Aug 1996,Sat,1996,TO,2,SAF,NZL,26,33,3,3,1,4,"Loftus Versfeld, Pretoria",N
31 Aug 1996,Sat,1996,TO,3,SAF,NZL,32,22,3,3,4,0,"Ellis Park, Johannesburg",N
18 Sep 1996,Wed,1996,,,ARG,URU,54,20,8,2,5,0,"Mohawk Sports Pk, Hamilton_CAN",Y
21 Sep 1996,Sat,1996,,,CAN,ARG,21,41,2,5,0,5,Markham,N
25 Sep 1996,Wed,1996,,,WAL,FRA,33,40,3,4,1,5,Cardiff Arms Park,N
05 Oct 1996,Sat,1996,AI,,ITA,WAL,22,31,1,3,0,4,"Olympic Stadium, Rome",N
23 Oct 1996,Wed,1996,AI,,ITA,AUS,18,40,2,4,0,5,Padua,N
09 Nov 1996,Sat,1996,TO,,ARG,SAF,15,46,2,7,0,5,"FC Oeste, Buenos Aires",N
09 Nov 1996,Sat,1996,AI,,SCO,AUS,19,29,2,2,0,4,"Murrayfield, Edinburgh",N
12 Nov 1996,Tue,1996,AI,,IRE,SAM,25,40,1,5,0,5,"Lansdowne Rd, Dublin",N
16 Nov 1996,Sat,1996,TO,,ARG,SAF,21,44,2,6,0,5,"FC Oeste, Buenos Aires",N
23 Nov 1996,Sat,1996,AI,,IRE,AUS,12,22,0,1,0,4,"Lansdowne Rd, Dublin",N
23 Nov 1996,Sat,1996,AI,,ENG,ITA,54,21,7,3,5,0,"Twickenham, London",N
30 Nov 1996,Sat,1996,AI,,FRA,SAF,12,22,0,2,0,4,"Stade Municipal, Bordeaux",N
01 Dec 1996,Sun,1996,AI,,WAL,AUS,19,28,1,3,0,4,Cardiff Arms Park,N
07 Dec 1996,Sat,1996,AI,,FRA,SAF,12,13,0,1,1,4,"Parc des Princes, Paris",N
14 Dec 1996,Sat,1996,AI,,SCO,ITA,29,22,4,1,5,1,"Murrayfield, Edinburgh",N
14 Dec 1996,Sat,1996,AI,,ENG,ARG,20,18,1,0,4,1,"Twickenham, London",N
15 Dec 1996,Sun,1996,AI,,WAL,SAF,20,37,1,5,0,5,Cardiff Arms Park,N
04 Jan 1997,Sat,1997,,,IRE,ITA,29,37,1,4,0,5,"Lansdowne Rd, Dublin",N
11 Jan 1997,Sat,1997,,,WAL,USA,34,14,4,1,5,0,Cardiff Arms Park,N
18 Jan 1997,Sat,1997,5N,,IRE,FRA,15,32,0,4,0,5,"Lansdowne Rd, Dublin",N
18 Jan 1997,Sat,1997,5N,,SCO,WAL,19,34,1,4,0,5,"Murrayfield, Edinburgh",N
01 Feb 1997,Sat,1997,5N CA,,ENG,SCO,41,13,4,1,5,0,"Twickenham, London",N
01 Feb 1997,Sat,1997,5N,,WAL,IRE,25,26,3,3,1,4,Cardiff Arms Park,N
15 Feb 1997,Sat,1997,5N,,IRE,ENG,6,46,0,6,0,5,"Lansdowne Rd, Dublin",N
15 Feb 1997,Sat,1997,5N,,FRA,WAL,27,22,4,3,5,1,"Parc des Princes, Paris",N
01 Mar 1997,Sat,1997,5N,,SCO,IRE,38,10,5,1,5,0,"Murrayfield, Edinburgh",N
01 Mar 1997,Sat,1997,5N,,ENG,FRA,20,23,1,2,1,4,"Twickenham, London",N
15 Mar 1997,Sat,1997,5N,,WAL,ENG,13,34,1,4,0,5,Cardiff Arms Park,N
15 Mar 1997,Sat,1997,5N,,FRA,SCO,47,20,4,2,5,0,"Parc des Princes, Paris",N
22 Mar 1997,Sat,1997,,,FRA,ITA,32,40,4,4,1,5,Grenoble,N
31 May 1997,Sat,1997,ST,,ARG,ENG,20,46,3,6,0,5,"FC Oeste, Buenos Aires",N
01 Jun 1997,Sun,1997,,,ROM,FRA,20,51,2,9,0,5,Bucharest,N
07 Jun 1997,Sat,1997,ST,,ARG,ENG,33,13,4,2,5,0,"FC Oeste, Buenos Aires",N
10 Jun 1997,Tue,1997,,,SAF,TON,74,10,12,1,5,0,"Newlands, Cape Town",N
14 Jun 1997,Sat,1997,,,NZL,FIJ,71,5,11,1,5,0,Albany,N
21 Jun 1997,Sat,1997,TO,,NZL,ARG,93,8,14,1,5,0,"Athletic Park, Wellington",N
21 Jun 1997,Sat,1997,ST,,AUS,FRA,29,15,2,2,4,0,"Football Stadium, Sydney",N
21 Jun 1997,Sat,1997,LT,1,SAF,LIO,16,25,2,2,0,4,"Newlands, Cape Town",N
28 Jun 1997,Sat,1997,TO,,NZL,ARG,62,10,9,1,5,0,"Rugby Park, Hamilton",N
28 Jun 1997,Sat,1997,ST,,AUS,FRA,26,19,3,1,4,1,"Ballymore, Brisbane",N
28 Jun 1997,Sat,1997,LT,2,SAF,LIO,15,18,3,0,1,4,"Kings Park Stadium, Durban",N
28 Jun 1997,Sat,1997,,,SAM,TON,62,13,9,1,5,0,Apia,N
05 Jul 1997,Sat,1997,TO,1,USA,WAL,20,30,2,4,0,5,Wilmington,N
05 Jul 1997,Sat,1997,LT,3,SAF,LIO,35,16,4,1,5,0,"Ellis Park, Johannesburg",N
05 Jul 1997,Sat,1997,BC,n ,NZL,AUS,30,13,4,1,5,0,"Lancaster Park, Christchurch",N
12 Jul 1997,Sat,1997,TO,2,USA,WAL,23,28,2,4,1,5,San Francisco,N
12 Jul 1997,Sat,1997,ST CC,a ,AUS,ENG,25,6,4,0,5,0,"Football Stadium, Sydney",N
19 Jul 1997,Sat,1997,TO,3,CAN,WAL,25,28,3,3,1,4,Markham,N
19 Jul 1997,Sat,1997,3N,,SAF,NZL,32,35,2,4,1,5,"Ellis Park, Johannesburg",N
26 Jul 1997,Sat,1997,3N BC,n ,AUS,NZL,18,33,2,3,0,4,"Cricket Ground, Melbourne",N
02 Aug 1997,Sat,1997,3N,,AUS,SAF,32,20,4,3,5,0,"Lang Park, Brisbane",N
09 Aug 1997,Sat,1997,3N,,NZL,SAF,55,35,7,5,5,1,"Eden Park, Auckland",N
16 Aug 1997,Sat,1997,3N BC,n ,NZL,AUS,36,24,3,4,4,1,"Carisbrook, Dunedin",N
23 Aug 1997,Sat,1997,3N,,SAF,AUS,61,22,8,3,5,0,"Loftus Versfeld, Pretoria",N
30 Aug 1997,Sat,1997,,,WAL,ROM,70,21,11,2,5,0,Wrexham,N
27 Sep 1997,Sat,1997,,,URU,ARG,17,56,1,8,0,5,Montevideo,N
18 Oct 1997,Sat,1997,,,FRA,ITA,30,19,2,1,4,0,Auch,N
18 Oct 1997,Sat,1997,,,ARG,ROM,45,18,6,2,5,0,Auch,Y
22 Oct 1997,Wed,1997,,,FRA,ROM,39,3,5,0,5,0,Lourdes,N
22 Oct 1997,Wed,1997,,,ARG,ITA,18,18,1,0,2,2,Lourdes,Y
26 Oct 1997,Sun,1997,,,FRA,ARG,32,27,4,3,5,1,Tarbes,N
01 Nov 1997,Sat,1997,TO,,ARG,AUS,15,23,0,1,0,4,"FC Oeste, Buenos Aires",N
08 Nov 1997,Sat,1997,TO,,ARG,AUS,18,16,2,2,4,1,"FC Oeste, Buenos Aires",N
08 Nov 1997,Sat,1997,AI,,ITA,SAF,31,62,3,9,0,5,Bologna,N
15 Nov 1997,Sat,1997,AI CC,a ,ENG,AUS,15,15,0,2,2,2,"Twickenham, London",N
15 Nov 1997,Sat,1997,AI,,IRE,NZL,15,63,2,7,0,5,"Lansdowne Rd, Dublin",N
15 Nov 1997,Sat,1997,AI,,FRA,SAF,32,36,3,5,1,5,Lyon,N
16 Nov 1997,Sun,1997,AI,,WAL,TON,46,12,6,2,5,0,Swansea,N
22 Nov 1997,Sat,1997,AI,,SCO,AUS,8,37,1,5,0,5,"Murrayfield, Edinburgh",N
22 Nov 1997,Sat,1997,AI,1,ENG,NZL,8,25,1,3,0,4,"Old Trafford, Manchester",N
22 Nov 1997,Sat,1997,AI,,FRA,SAF,10,52,1,7,0,5,"Parc des Princes, Paris",N
29 Nov 1997,Sat,1997,AI,,WAL,NZL,7,42,1,5,0,5,"Wembley Stadium, London",N
29 Nov 1997,Sat,1997,AI,,ENG,SAF,11,29,1,4,0,5,"Twickenham, London",N
30 Nov 1997,Sun,1997,AI,,IRE,CAN,33,11,5,1,5,0,"Lansdowne Rd, Dublin",N
06 Dec 1997,Sat,1997,AI,,SCO,SAF,10,68,1,10,0,5,"Murrayfield, Edinburgh",N
06 Dec 1997,Sat,1997,AI,2,ENG,NZL,26,26,3,2,2,2,"Twickenham, London",N
20 Dec 1997,Sat,1997,AI,,ITA,IRE,37,22,3,1,4,0,Bologna,N
24 Jan 1998,Sat,1998,,,ITA,SCO,25,21,1,2,4,1,Treviso,N
07 Feb 1998,Sat,1998,5N,,IRE,SCO,16,17,1,1,1,4,"Lansdowne Rd, Dublin",N
07 Feb 1998,Sat,1998,5N,,FRA,ENG,24,17,2,1,4,1,"Stade de France, Paris",N
07 Feb 1998,Sat,1998,,,WAL,ITA,23,20,2,2,4,1,Llanelli,N
21 Feb 1998,Sat,1998,5N,,SCO,FRA,16,51,1,7,0,5,"Murrayfield, Edinburgh",N
21 Feb 1998,Sat,1998,5N,,ENG,WAL,60,26,8,4,5,1,"Twickenham, London",N
07 Mar 1998,Sat,1998,5N,,WAL,SCO,19,13,1,2,4,1,"Wembley Stadium, London",N
07 Mar 1998,Sat,1998,5N,,FRA,IRE,18,16,2,1,4,1,"Stade de France, Paris",N
21 Mar 1998,Sat,1998,5N,,IRE,WAL,21,30,2,3,0,4,"Lansdowne Rd, Dublin",N
22 Mar 1998,Sun,1998,5N CA,,SCO,ENG,20,34,2,4,0,5,"Murrayfield, Edinburgh",N
04 Apr 1998,Sat,1998,5N,,ENG,IRE,35,17,4,2,5,0,"Twickenham, London",N
05 Apr 1998,Sun,1998,5N,,WAL,FRA,0,51,0,7,0,5,"Wembley Stadium, London",N
26 May 1998,Tue,1998,ST,,FIJ,SCO,51,26,7,2,5,0,"National Stadium, Suva",N
06 Jun 1998,Sat,1998,ST CC,a ,AUS,ENG,76,0,11,0,5,0,"Lang Park, Brisbane",N
06 Jun 1998,Sat,1998,ST,,ZIM,WAL,11,49,1,8,0,5,Harare,N
13 Jun 1998,Sat,1998,ST,,ARG,FRA,18,35,2,5,0,5,"Velez Sarsfield, Buenos Aires",N
13 Jun 1998,Sat,1998,ST,,SAF,IRE,37,13,5,1,5,0,"Vodacom Park, Bloemfontein",N
13 Jun 1998,Sat,1998,ST HC,1,AUS,SCO,45,3,4,0,5,0,"Football Stadium, Sydney",N
20 Jun 1998,Sat,1998,ST,1,NZL,ENG,64,22,9,3,5,0,"Carisbrook, Dunedin",N
20 Jun 1998,Sat,1998,ST,,ARG,FRA,12,37,0,5,0,5,"Velez Sarsfield, Buenos Aires",N
20 Jun 1998,Sat,1998,ST,,SAF,IRE,33,0,5,0,5,0,"Loftus Versfeld, Pretoria",N
20 Jun 1998,Sat,1998,ST HC,2,AUS,SCO,33,11,4,1,5,0,"Ballymore, Brisbane",N
27 Jun 1998,Sat,1998,ST,,SAF,WAL,96,13,15,1,5,0,"Loftus Versfeld, Pretoria",N
27 Jun 1998,Sat,1998,ST,2,NZL,ENG,40,10,6,1,5,0,"Eden Park, Auckland",N
27 Jun 1998,Sat,1998,ST,,FIJ,FRA,9,34,0,4,0,5,"National Stadium, Suva",N
04 Jul 1998,Sat,1998,ST,,SAF,ENG,18,0,2,0,4,0,"Newlands, Cape Town",N
11 Jul 1998,Sat,1998,3N BC,n ,AUS,NZL,24,16,2,2,4,0,"Cricket Ground, Melbourne",N
18 Jul 1998,Sat,1998,3N,,AUS,SAF,13,14,2,1,1,4,"Subiaco Oval, Perth_AUS",N
25 Jul 1998,Sat,1998,3N,,NZL,SAF,3,13,0,1,0,4,"Athletic Park, Wellington",N
01 Aug 1998,Sat,1998,3N BC,a ,NZL,AUS,23,27,2,4,1,5,"Jade Stadium, Christchurch",N
08 Aug 1998,Sat,1998,,,ARG,ROM,68,22,9,2,5,0,Rosario,N
15 Aug 1998,Sat,1998,WQ,,ARG,USA,52,24,5,2,5,0,"Cricket & Rugby, Buenos Aires",N
15 Aug 1998,Sat,1998,3N,,SAF,NZL,24,23,4,2,5,1,"Kings Park Stadium, Durban",N
18 Aug 1998,Tue,1998,WQ,,ARG,URU,55,0,6,0,5,0,"CASI, Buenos Aires",N
22 Aug 1998,Sat,1998,WQ,,ARG,CAN,54,28,5,1,5,0,"Cricket & Rugby, Buenos Aires",N
22 Aug 1998,Sat,1998,3N,,SAF,AUS,29,15,2,0,4,0,"Ellis Park, Johannesburg",N
29 Aug 1998,Sat,1998,BC,a ,AUS,NZL,19,14,1,1,4,1,"Football Stadium, Sydney",N
15 Sep 1998,Tue,1998,,,JAP,ARG,44,29,4,4,5,1,"Prince Chichibu Stadium, Tokyo",N
18 Sep 1998,Fri,1998,WQ,,AUS,FIJ,66,20,9,2,5,0,"Parramatta Stadium, Sydney",N
18 Sep 1998,Fri,1998,WQ,,SAM,TON,28,20,3,3,4,0,"Parramatta Stadium, Sydney",Y
22 Sep 1998,Tue,1998,WQ,,AUS,TON,74,0,12,0,5,0,"Bruce Stadium, Canberra",N
26 Sep 1998,Sat,1998,WQ,,AUS,SAM,25,13,3,2,4,0,"Ballymore, Brisbane",N
07 Nov 1998,Sat,1998,AI,,ITA,ARG,23,19,2,1,4,1,Piacenza,N
14 Nov 1998,Sat,1998,WQ,,IRE,GEO,70,0,10,0,5,0,"Lansdowne Rd, Dublin",N
14 Nov 1998,Sat,1998,AI,,WAL,SAF,20,28,1,3,0,4,"Wembley Stadium, London",N
14 Nov 1998,Sat,1998,WQ,,ENG,NET,110,0,16,0,5,0,"McAlpine Stdm, Huddersfield",N
14 Nov 1998,Sat,1998,AI,,FRA,ARG,34,14,5,1,5,0,Nantes,N
21 Nov 1998,Sat,1998,WQ,,IRE,ROM,53,35,7,5,5,1,"Lansdowne Rd, Dublin",N
21 Nov 1998,Sat,1998,AI,,SCO,SAF,10,35,1,5,0,5,"Murrayfield, Edinburgh",N
21 Nov 1998,Sat,1998,AI,,WAL,ARG,43,30,4,4,5,1,Llanelli,N
21 Nov 1998,Sat,1998,AI,,FRA,AUS,21,32,2,3,0,4,"Stade de France, Paris",N
22 Nov 1998,Sun,1998,WQ,,ENG,ITA,23,15,2,0,4,0,"McAlpine Stdm, Huddersfield",N
28 Nov 1998,Sat,1998,AI CC,a ,ENG,AUS,11,12,1,0,1,4,"Twickenham, London",N
28 Nov 1998,Sat,1998,AI,,IRE,SAF,13,27,1,3,0,4,"Lansdowne Rd, Dublin",N
05 Dec 1998,Sat,1998,AI,,ENG,SAF,13,7,1,1,4,1,"Twickenham, London",N
06 Feb 1999,Sat,1999,5N,,IRE,FRA,9,10,0,1,1,4,"Lansdowne Rd, Dublin",N
06 Feb 1999,Sat,1999,5N,,SCO,WAL,33,20,4,2,5,0,"Murrayfield, Edinburgh",N
20 Feb 1999,Sat,1999,5N CA,,ENG,SCO,24,21,3,3,4,1,"Twickenham, London",N
20 Feb 1999,Sat,1999,5N,,WAL,IRE,23,29,2,2,1,4,"Wembley Stadium, London",N
06 Mar 1999,Sat,1999,5N,,IRE,ENG,15,27,0,2,0,4,"Lansdowne Rd, Dublin",N
06 Mar 1999,Sat,1999,5N,,FRA,WAL,33,34,4,3,2,4,"Stade de France, Paris",N
06 Mar 1999,Sat,1999,,,SCO,ITA,30,12,3,2,4,0,"Murrayfield, Edinburgh",N
20 Mar 1999,Sat,1999,5N,,SCO,IRE,30,13,4,1,5,0,"Murrayfield, Edinburgh",N
20 Mar 1999,Sat,1999,5N,,ENG,FRA,21,10,0,1,4,0,"Twickenham, London",N
20 Mar 1999,Sat,1999,,,ITA,WAL,21,60,2,7,0,5,Treviso,N
10 Apr 1999,Sat,1999,5N,,FRA,SCO,22,36,3,5,0,5,"Stade de France, Paris",N
10 Apr 1999,Sat,1999,,,IRE,ITA,39,30,5,3,5,0,"Lansdowne Rd, Dublin",N
11 Apr 1999,Sun,1999,5N,,WAL,ENG,32,31,2,3,4,1,"Wembley Stadium, London",N
03 Jun 1999,Thu,1999,,,FRA,ROM,62,8,9,1,5,0,Castres,N
05 Jun 1999,Sat,1999,ST,,ARG,WAL,26,36,2,3,0,4,"FC Oeste, Buenos Aires",N
05 Jun 1999,Sat,1999,,,SAM,TON,6,6,0,0,2,2,Apia,N
12 Jun 1999,Sat,1999,ST,,ARG,WAL,16,23,1,1,1,4,"FC Oeste, Buenos Aires",N
12 Jun 1999,Sat,1999,ST,,SAF,ITA,74,3,11,0,5,0,"Boet Erasmus, Pt Elizabeth",N
12 Jun 1999,Sat,1999,ST,,AUS,IRE,46,10,6,1,5,0,"Ballymore, Brisbane",N
12 Jun 1999,Sat,1999,ST,,SAM,FRA,22,39,1,5,0,5,Apia,N
16 Jun 1999,Wed,1999,ST,,TON,FRA,20,16,3,1,4,1,Nuku A'lofa,N
18 Jun 1999,Fri,1999,,,NZL,SAM,71,13,9,1,5,0,Albany,N
19 Jun 1999,Sat,1999,ST,,SAF,ITA,101,0,15,0,5,0,"Kings Park Stadium, Durban",N
19 Jun 1999,Sat,1999,ST,,AUS,IRE,32,26,2,3,4,1,"Subiaco Oval, Perth_AUS",N
26 Jun 1999,Sat,1999,ST CC,a ,AUS,ENG,22,15,4,2,5,1,"Stadium Australia, Sydney",N
26 Jun 1999,Sat,1999,ST,,NZL,FRA,54,7,7,1,5,0,"Athletic Park, Wellington",N
26 Jun 1999,Sat,1999,,,WAL,SAF,29,19,2,2,4,0,"Millennium Stadium, Cardiff",N
10 Jul 1999,Sat,1999,3N,,NZL,SAF,28,0,3,0,4,0,"Carisbrook, Dunedin",N
17 Jul 1999,Sat,1999,3N,,AUS,SAF,32,6,4,0,5,0,"Lang Park, Brisbane",N
24 Jul 1999,Sat,1999,3N BC,a ,NZL,AUS,34,15,1,2,4,0,"Eden Park, Auckland",N
07 Aug 1999,Sat,1999,3N,,SAF,NZL,18,34,2,2,0,4,"Loftus Versfeld, Pretoria",N
14 Aug 1999,Sat,1999,3N,,SAF,AUS,10,9,1,0,4,1,"Newlands, Cape Town",N
21 Aug 1999,Sat,1999,WU,,SCO,ARG,22,31,3,3,0,4,"Murrayfield, Edinburgh",N
21 Aug 1999,Sat,1999,WU,,WAL,CAN,33,19,2,1,4,0,"Millennium Stadium, Cardiff",N
21 Aug 1999,Sat,1999,WU,,ENG,USA,106,8,16,1,5,0,"Twickenham, London",N
28 Aug 1999,Sat,1999,WU,,IRE,ARG,32,24,4,3,5,0,"Lansdowne Rd, Dublin",N
28 Aug 1999,Sat,1999,WU,,SCO,ROM,60,19,8,1,5,0,"Hampden Park, Glasgow",N
28 Aug 1999,Sat,1999,WU,,WAL,FRA,34,23,1,2,4,0,"Millennium Stadium, Cardiff",N
28 Aug 1999,Sat,1999,WU,,ENG,CAN,36,11,5,1,5,0,"Twickenham, London",N
