Date,Day,Year,Tourn,Rnd,Team_1,Team_2,Team_1_Score,Team_2_Score,Team_1_Tries,Team_2_Tries,Team_1_Points,Team_2_Points,Venue,Neut.
10 Mar 1894,Sat,1894,5N,,IRE,WAL,3,0,0,0,4,1,"Ballynafeigh, Belfast",N
17 Mar 1894,Sat,1894,5N CA,,SCO,ENG,6,0,2,0,4,0,"Raeburn Place, Edinburgh",N
05 Jan 1895,Sun,1895,5N,,WAL,ENG,6,14,2,4,0,5,Swansea,N
26 Jan 1895,Sun,1895,5N,,SCO,WAL,5,4,1,0,4,1,"Raeburn Place, Edinburgh",N
02 Feb 1895,Sat,1895,5N,,IRE,ENG,3,6,1,2,1,4,"Lansdowne Rd, Dublin",N
02 Mar 1895,Sat,1895,5N,,SCO,IRE,6,0,2,0,4,0,"Raeburn Place, Edinburgh",N
09 Mar 1895,Sat,1895,5N CA,,ENG,SCO,3,6,0,1,1,4,Richmond,N
16 Mar 1895,Sat,1895,5N,,WAL,IRE,5,3,1,1,4,1,Cardiff Arms Park,N
04 Jan 1896,Sun,1896,5N,,ENG,WAL,25,0,7,0,5,0,"Rectory Ground, Blackheath",N
25 Jan 1896,Sun,1896,5N,,WAL,SCO,6,0,2,0,4,0,Cardiff Arms Park,N
01 Feb 1896,Sat,1896,5N,,ENG,IRE,4,10,0,2,0,4,Leeds,N
15 Feb 1896,Sat,1896,5N,,IRE,SCO,0,0,0,0,2,2,"Lansdowne Rd, Dublin",N
14 Mar 1896,Sat,1896,5N CA,,SCO,ENG,11,0,3,0,4,0,"Hampden Park, Glasgow",N
14 Mar 1896,Sat,1896,5N,,IRE,WAL,8,4,2,0,4,1,"Lansdowne Rd, Dublin",N
30 Jul 1896,Thu,1896,LT,1,SAF,LIO,0,8,0,2,0,4,"Crusader, Pt Elizabeth",N
22 Aug 1896,Sat,1896,LT,2,SAF,LIO,8,17,2,3,0,4,"Wanderers, Johannesburg",N
29 Aug 1896,Sat,1896,LT,3,SAF,LIO,3,9,1,1,0,4,"Eclectic CG, Kimberley",N
05 Sep 1896,Sat,1896,LT,4,SAF,LIO,5,0,1,0,4,1,"Newlands, Cape Town",N
09 Jan 1897,Sun,1897,5N,,WAL,ENG,11,0,3,0,4,0,Newport,N
06 Feb 1897,Sat,1897,5N,,IRE,ENG,13,9,3,1,4,1,"Lansdowne Rd, Dublin",N
20 Feb 1897,Sat,1897,5N,,SCO,IRE,8,3,1,1,4,1,"Powderhall, Edinburgh",N
13 Mar 1897,Sat,1897,5N CA,,ENG,SCO,12,3,2,1,4,0,"Fallowfld, Manchester",N
05 Feb 1898,Sat,1898,5N,,ENG,IRE,6,9,1,2,1,4,Richmond,N
19 Feb 1898,Sat,1898,5N,,IRE,SCO,0,8,0,2,0,4,"Balmoral Showground, Belfast",N
12 Mar 1898,Sat,1898,5N CA,,SCO,ENG,3,3,1,1,2,2,"Powderhall, Edinburgh",N
19 Mar 1898,Sat,1898,5N,,IRE,WAL,3,11,0,2,0,4,"Thomond Park, Limerick",N
02 Apr 1898,Sat,1898,5N,,ENG,WAL,14,7,4,1,5,0,"Rectory Ground, Blackheath",N
07 Jan 1899,Sun,1899,5N,,WAL,ENG,26,3,6,1,5,0,Swansea,N
04 Feb 1899,Sat,1899,5N,,IRE,ENG,6,0,1,0,4,0,"Lansdowne Rd, Dublin",N
18 Feb 1899,Sat,1899,5N,,SCO,IRE,3,9,0,3,0,4,Inverleith,N
04 Mar 1899,Sat,1899,5N,,SCO,WAL,21,10,3,2,4,0,Inverleith,N
11 Mar 1899,Sat,1899,5N CA,,ENG,SCO,0,5,0,1,1,4,"Rectory Ground, Blackheath",N
18 Mar 1899,Sat,1899,5N,,WAL,IRE,0,3,0,1,1,4,Cardiff Arms Park,N
24 Jun 1899,Sat,1899,LT,1,AUS,LIO,13,3,3,1,4,0,"Cricket Ground, Sydney",N
22 Jul 1899,Sat,1899,LT,2,AUS,LIO,0,11,0,3,0,4,"Exhibition Ground, Brisbane",N
05 Aug 1899,Sat,1899,LT,3,AUS,LIO,10,11,2,3,1,4,"Cricket Ground, Sydney",N
12 Aug 1899,Sat,1899,LT,4,AUS,LIO,0,13,0,2,0,4,"Cricket Ground, Sydney",N
06 Jan 1900,Sun,1900,5N,,ENG,WAL,3,13,1,2,0,4,"Kingsholm Stadium, Gloucester",N
27 Jan 1900,Sun,1900,5N,,WAL,SCO,12,3,4,1,5,0,Swansea,N
03 Feb 1900,Sat,1900,5N,,ENG,IRE,15,4,3,0,4,0,Richmond,N
24 Feb 1900,Sat,1900,5N,,IRE,SCO,0,0,0,0,2,2,"Lansdowne Rd, Dublin",N
10 Mar 1900,Sun,1900,5N CA,,SCO,ENG,0,0,0,0,2,2,Inverleith,N
17 Mar 1900,Sun,1900,5N,,IRE,WAL,0,3,0,1,1,4,"Balmoral Showground, Belfast",N
05 Jan 1901,Sun,1901,5N,,WAL,ENG,13,0,3,0,4,0,Cardiff Arms Park,N
09 Feb 1901,Sat,1901,5N,,IRE,ENG,10,6,2,2,4,1,"Lansdowne Rd, Dublin",N
09 Feb 1901,Sat,1901,5N,,SCO,WAL,18,8,4,2,5,0,Inverleith,N
23 Feb 1901,Sat,1901,5N,,SCO,IRE,9,5,3,1,4,1,Inverleith,N
09 Mar 1901,Sat,1901,5N CA,,ENG,SCO,3,18,1,4,0,5,"Rectory Ground, Blackheath",N
16 Mar 1901,Sat,1901,5N,,WAL,IRE,10,9,2,3,4,1,Swansea,N
11 Jan 1902,Sun,1902,5N,,ENG,WAL,8,9,2,2,1,4,"Rectory Ground, Blackheath",N
01 Feb 1902,Sat,1902,5N,,WAL,SCO,14,5,4,1,5,0,Cardiff Arms Park,N
08 Feb 1902,Sat,1902,5N,,ENG,IRE,6,3,2,1,4,1,"Welford Rd, Leicester",N
22 Feb 1902,Sat,1902,5N,,IRE,SCO,5,0,1,0,4,1,"Balmoral Showground, Belfast",N
08 Mar 1902,Sat,1902,5N,,IRE,WAL,0,15,0,3,0,4,"Lansdowne Rd, Dublin",N
15 Mar 1902,Sat,1902,5N CA,,SCO,ENG,3,6,1,2,1,4,Inverleith,N
10 Jan 1903,Sun,1903,5N,,WAL,ENG,21,5,4,1,5,0,Swansea,N
07 Feb 1903,Sat,1903,5N,,SCO,WAL,6,0,1,0,4,0,Inverleith,N
14 Feb 1903,Sat,1903,5N,,IRE,ENG,6,0,1,0,4,0,"Lansdowne Rd, Dublin",N
28 Feb 1903,Sat,1903,5N,,SCO,IRE,3,0,1,0,4,1,Inverleith,N
14 Mar 1903,Sat,1903,5N,,WAL,IRE,18,0,6,0,5,0,Cardiff Arms Park,N
21 Mar 1903,Sat,1903,5N CA,,ENG,SCO,6,10,2,2,1,4,Richmond,N
15 Aug 1903,Sat,1903,TO,,AUS,NZL,3,22,0,3,0,4,"Cricket Ground, Sydney",N
26 Aug 1903,Wed,1903,LT,1,SAF,LIO,10,10,2,2,2,2,"Wanderers, Johannesburg",N
05 Sep 1903,Sat,1903,LT,2,SAF,LIO,0,0,0,0,2,2,"Eclectic CG, Kimberley",N
12 Sep 1903,Sat,1903,LT,3,SAF,LIO,8,0,2,0,4,0,"Newlands, Cape Town",N
09 Jan 1904,Sun,1904,5N,,ENG,WAL,14,14,3,2,2,2,"Welford Rd, Leicester",N
06 Feb 1904,Sat,1904,5N,,WAL,SCO,21,3,4,1,5,0,Swansea,N
13 Feb 1904,Sat,1904,5N,,ENG,IRE,19,0,5,0,5,0,"Rectory Ground, Blackheath",N
27 Feb 1904,Sat,1904,5N,,IRE,SCO,3,19,1,5,0,5,"Lansdowne Rd, Dublin",N
12 Mar 1904,Sat,1904,5N,,IRE,WAL,14,12,4,4,5,2,"Balmoral Showground, Belfast",N
19 Mar 1904,Sat,1904,5N CA,,SCO,ENG,6,3,2,1,4,1,Inverleith,N
02 Jul 1904,Sat,1904,LT,1,AUS,LIO,0,17,0,3,0,4,"Cricket Ground, Sydney",N
23 Jul 1904,Sat,1904,LT,2,AUS,LIO,3,17,1,3,0,4,"Exhibition Ground, Brisbane",N
30 Jul 1904,Sat,1904,LT,3,AUS,LIO,0,16,0,4,0,5,"Cricket Ground, Sydney",N
13 Aug 1904,Sat,1904,LT,1,NZL,LIO,9,3,2,0,4,0,"Athletic Park, Wellington",N
14 Jan 1905,Sun,1905,5N,,WAL,ENG,25,0,7,0,5,0,Cardiff Arms Park,N
04 Feb 1905,Sat,1905,5N,,SCO,WAL,3,6,1,2,1,4,Inverleith,N
11 Feb 1905,Sat,1905,5N,,IRE,ENG,17,3,5,1,5,0,"Mardyke, Cork",N
25 Feb 1905,Sat,1905,5N,,SCO,IRE,5,11,1,3,0,4,Inverleith,N
11 Mar 1905,Sat,1905,5N,,WAL,IRE,10,3,2,1,4,0,Swansea,N
18 Mar 1905,Sat,1905,5N CA,,ENG,SCO,0,8,0,2,0,4,Richmond,N
02 Sep 1905,Sat,1905,TO,,NZL,AUS,14,3,4,1,5,0,"Carisbrook, Dunedin",N
18 Nov 1905,Sat,1905,TO,,SCO,NZL,7,12,1,4,1,5,"Murrayfield, Edinburgh",N
25 Nov 1905,Sat,1905,TO,,IRE,NZL,0,15,0,3,0,4,"Lansdowne Rd, Dublin",N
02 Dec 1905,Sat,1905,TO,,ENG,NZL,0,15,0,5,0,5,Crystal Palace,N
16 Dec 1905,Sat,1905,TO,,WAL,NZL,3,0,1,0,4,1,Cardiff Arms Park,N
01 Jan 1906,Tue,1906,TO,,FRA,NZL,8,38,2,10,0,5,"Parc des Princes, Paris",N
13 Jan 1906,Sun,1906,5N,,ENG,WAL,3,16,1,4,0,5,Richmond,N
03 Feb 1906,Sat,1906,5N,,WAL,SCO,9,3,3,0,4,0,Cardiff Arms Park,N
10 Feb 1906,Sat,1906,5N,,ENG,IRE,6,16,2,4,0,5,"Welford Rd, Leicester",N
24 Feb 1906,Sat,1906,5N,,IRE,SCO,6,13,2,2,0,4,"Lansdowne Rd, Dublin",N
10 Mar 1906,Sat,1906,5N,,IRE,WAL,11,6,3,2,4,1,"Balmoral Showground, Belfast",N
17 Mar 1906,Sat,1906,5N CA,,SCO,ENG,3,9,1,3,0,4,Inverleith,N
22 Mar 1906,Thu,1906,,,FRA,ENG,8,35,2,9,0,5,"Parc des Princes, Paris",N
17 Nov 1906,Sat,1906,TO,,SCO,SAF,6,0,2,0,4,0,"Hampden Park, Glasgow",N
24 Nov 1906,Sat,1906,TO,,IRE,SAF,12,15,3,4,1,5,"Ravenhill, Belfast",N
01 Dec 1906,Sat,1906,TO,,WAL,SAF,0,11,0,3,0,4,Swansea,N
08 Dec 1906,Sat,1906,TO,,ENG,SAF,3,3,1,1,2,2,Crystal Palace,N
05 Jan 1907,Sun,1907,,,ENG,FRA,41,13,9,2,5,0,Richmond,N
12 Jan 1907,Sun,1907,5N,,WAL,ENG,22,0,6,0,5,0,Swansea,N
02 Feb 1907,Sat,1907,5N,,SCO,WAL,6,3,2,0,4,1,Inverleith,N
09 Feb 1907,Sat,1907,5N,,IRE,ENG,17,9,4,2,5,0,"Lansdowne Rd, Dublin",N
23 Feb 1907,Sat,1907,5N,,SCO,IRE,15,3,3,0,4,0,Inverleith,N
09 Mar 1907,Sat,1907,5N,,WAL,IRE,29,0,6,0,5,0,Cardiff Arms Park,N
16 Mar 1907,Sat,1907,5N CA,,ENG,SCO,3,8,1,2,1,4,"Rectory Ground, Blackheath",N
20 Jul 1907,Sat,1907,TO,,AUS,NZL,6,26,0,6,0,5,"Cricket Ground, Sydney",N
03 Aug 1907,Sat,1907,TO,,AUS,NZL,5,14,1,4,0,5,"Woolloongabba, Brisbane",N
10 Aug 1907,Sat,1907,TO,,AUS,NZL,5,5,1,1,2,2,"Cricket Ground, Sydney",N
01 Jan 1908,Thu,1908,,,FRA,ENG,0,19,0,5,0,5,"Stade Colombes, Paris",N
18 Jan 1908,Sun,1908,5N,,ENG,WAL,18,28,4,5,1,5,"Ashton Gate, Bristol",N
01 Feb 1908,Sat,1908,5N,,WAL,SCO,6,5,2,1,4,1,Swansea,N
08 Feb 1908,Sat,1908,5N,,ENG,IRE,13,3,3,0,4,0,Richmond,N
29 Feb 1908,Sat,1908,5N,,IRE,SCO,16,11,4,2,5,1,"Lansdowne Rd, Dublin",N
02 Mar 1908,Mon,1908,,,WAL,FRA,36,4,9,0,5,0,Cardiff Arms Park,N
14 Mar 1908,Sat,1908,5N,,IRE,WAL,5,11,1,3,0,4,"Balmoral Showground, Belfast",N
21 Mar 1908,Sat,1908,5N CA,,SCO,ENG,16,10,2,2,4,0,Inverleith,N
06 Jun 1908,Sat,1908,LT,1,NZL,LIO,32,5,7,1,5,0,"Carisbrook, Dunedin",N
27 Jun 1908,Sat,1908,LT,2,NZL,LIO,3,3,0,1,2,2,"Athletic Park, Wellington",N
25 Jul 1908,Sat,1908,LT,3,NZL,LIO,29,0,9,0,5,0,"Potters Park, Auckland",N
12 Dec 1908,Sat,1908,TO,,WAL,AUS,9,6,2,2,4,1,Cardiff Arms Park,N
09 Jan 1909,Sun,1909,TO,,ENG,AUS,3,9,1,3,0,4,"Rectory Ground, Blackheath",N
16 Jan 1909,Sun,1909,5N,,WAL,ENG,8,0,2,0,4,0,Cardiff Arms Park,N
30 Jan 1909,Sun,1909,,,ENG,FRA,22,0,6,0,5,0,"Welford Rd, Leicester",N
06 Feb 1909,Sat,1909,5N,,SCO,WAL,3,5,0,1,1,4,Inverleith,N
13 Feb 1909,Sat,1909,5N,,IRE,ENG,5,11,1,3,0,4,"Lansdowne Rd, Dublin",N
23 Feb 1909,Tue,1909,,,FRA,WAL,5,47,1,11,0,5,"Stade Colombes, Paris",N
27 Feb 1909,Sat,1909,5N,,SCO,IRE,9,3,3,0,4,0,Inverleith,N
13 Mar 1909,Sat,1909,5N,,WAL,IRE,18,5,4,1,5,0,Swansea,N
20 Mar 1909,Sat,1909,,,IRE,FRA,19,8,4,2,5,0,"Lansdowne Rd, Dublin",N
20 Mar 1909,Sat,1909,5N CA,,ENG,SCO,8,18,2,4,0,5,Richmond,N
01 Jan 1910,Sun,1910,5N,,WAL,FRA,49,14,10,2,5,0,Swansea,N
15 Jan 1910,Sun,1910,5N,,ENG,WAL,11,6,2,2,4,1,"Twickenham, London",N
22 Jan 1910,Sun,1910,5N,,SCO,FRA,27,0,7,0,5,0,Inverleith,N
05 Feb 1910,Sat,1910,5N,,WAL,SCO,14,0,4,0,5,0,Cardiff Arms Park,N
12 Feb 1910,Sat,1910,5N,,ENG,IRE,0,0,0,0,2,2,"Twickenham, London",N
26 Feb 1910,Sat,1910,5N,,IRE,SCO,0,14,0,4,0,5,"Balmoral Showground, Belfast",N
03 Mar 1910,Thu,1910,5N,,FRA,ENG,3,11,1,3,0,4,"Parc des Princes, Paris",N
12 Mar 1910,Sat,1910,5N,,IRE,WAL,3,19,1,5,0,5,"Lansdowne Rd, Dublin",N
19 Mar 1910,Sat,1910,5N CA,,SCO,ENG,5,14,1,4,0,5,Inverleith,N
28 Mar 1910,Mon,1910,5N,,FRA,IRE,3,8,1,2,1,4,"Parc des Princes, Paris",N
25 Jun 1910,Sat,1910,TO,,AUS,NZL,0,6,0,2,0,4,"Cricket Ground, Sydney",N
27 Jun 1910,Mon,1910,TO,,AUS,NZL,11,0,3,0,4,0,"Cricket Ground, Sydney",N
02 Jul 1910,Sat,1910,TO,,AUS,NZL,13,28,2,8,0,5,"Cricket Ground, Sydney",N
06 Aug 1910,Sat,1910,LT,1,SAF,LIO,14,10,4,2,5,1,"Wanderers, Johannesburg",N
27 Aug 1910,Sat,1910,LT,2,SAF,LIO,3,8,1,2,1,4,"Crusader, Pt Elizabeth",N
03 Sep 1910,Sat,1910,LT,3,SAF,LIO,21,5,4,1,5,0,"Newlands, Cape Town",N
02 Jan 1911,Tue,1911,5N,,FRA,SCO,16,15,4,3,5,1,"Stade Colombes, Paris",N
21 Jan 1911,Sun,1911,5N,,WAL,ENG,15,11,4,3,5,1,Swansea,N
28 Jan 1911,Sun,1911,5N,,ENG,FRA,37,0,7,0,5,0,"Twickenham, London",N
04 Feb 1911,Sat,1911,5N,,SCO,WAL,10,32,2,8,0,5,Inverleith,N
11 Feb 1911,Sat,1911,5N,,IRE,ENG,3,0,1,0,4,1,"Lansdowne Rd, Dublin",N
25 Feb 1911,Sat,1911,5N,,SCO,IRE,10,16,2,4,0,5,Inverleith,N
28 Feb 1911,Tue,1911,5N,,FRA,WAL,0,15,0,3,0,4,"Parc des Princes, Paris",N
11 Mar 1911,Sat,1911,5N,,WAL,IRE,16,0,3,0,4,0,Cardiff Arms Park,N
18 Mar 1911,Sat,1911,5N CA,,ENG,SCO,13,8,3,2,4,1,"Twickenham, London",N
25 Mar 1911,Sat,1911,5N,,IRE,FRA,25,5,5,1,5,0,"Mardyke, Cork",N
01 Jan 1912,Tue,1912,5N,,FRA,IRE,6,11,2,3,1,4,"Parc des Princes, Paris",N
20 Jan 1912,Sun,1912,5N,,SCO,FRA,31,3,6,1,5,0,Inverleith,N
20 Jan 1912,Sun,1912,5N,,ENG,WAL,8,0,2,0,4,0,"Twickenham, London",N
03 Feb 1912,Sat,1912,5N,,WAL,SCO,21,6,3,2,4,0,Swansea,N
10 Feb 1912,Sat,1912,5N,,ENG,IRE,15,0,5,0,5,0,"Twickenham, London",N
24 Feb 1912,Sat,1912,5N,,IRE,SCO,10,8,1,2,4,1,"Lansdowne Rd, Dublin",N
09 Mar 1912,Sat,1912,5N,,IRE,WAL,12,5,2,1,4,0,"Balmoral Showground, Belfast",N
16 Mar 1912,Sat,1912,5N CA,,SCO,ENG,8,3,2,1,4,1,Inverleith,N
25 Mar 1912,Mon,1912,5N,,WAL,FRA,14,8,4,2,5,0,Newport,N
08 Apr 1912,Mon,1912,5N,,FRA,ENG,8,18,2,4,0,5,"Parc des Princes, Paris",N
16 Nov 1912,Sat,1912,TO,,USA,AUS,8,12,1,3,1,4,Berkeley,N
23 Nov 1912,Sat,1912,TO GS,1,SCO,SAF,0,16,0,4,0,5,Inverleith,N
30 Nov 1912,Sat,1912,TO GS,2,IRE,SAF,0,38,0,10,0,5,"Lansdowne Rd, Dublin",N
14 Dec 1912,Sat,1912,TO GS,3,WAL,SAF,0,3,0,0,1,4,Cardiff Arms Park,N
01 Jan 1913,Thu,1913,5N,,FRA,SCO,3,21,1,5,0,5,"Parc des Princes, Paris",N
04 Jan 1913,Sun,1913,TO GS,4,ENG,SAF,3,9,1,1,0,4,"Twickenham, London",N
11 Jan 1913,Sun,1913,TO GS,5,FRA,SAF,5,38,1,9,0,5,"Stade Municipal, Bordeaux",N
18 Jan 1913,Sun,1913,5N,,WAL,ENG,0,12,0,2,0,4,Cardiff Arms Park,N
25 Jan 1913,Sun,1913,5N,,ENG,FRA,20,0,6,0,5,0,"Twickenham, London",N
01 Feb 1913,Sat,1913,5N,,SCO,WAL,0,8,0,2,0,4,Inverleith,N
08 Feb 1913,Sat,1913,5N,,IRE,ENG,4,15,0,4,0,5,"Lansdowne Rd, Dublin",N
22 Feb 1913,Sat,1913,5N,,SCO,IRE,29,14,7,2,5,0,Inverleith,N
27 Feb 1913,Thu,1913,5N,,FRA,WAL,8,11,2,3,1,4,"Parc des Princes, Paris",N
08 Mar 1913,Sat,1913,5N,,WAL,IRE,16,13,3,2,4,1,Swansea,N
15 Mar 1913,Sat,1913,5N CA,,ENG,SCO,3,0,1,0,4,1,"Twickenham, London",N
24 Mar 1913,Mon,1913,5N,,IRE,FRA,24,0,6,0,5,0,"Mardyke, Cork",N
06 Sep 1913,Sat,1913,TO,,NZL,AUS,30,5,8,1,5,0,"Athletic Park, Wellington",N
13 Sep 1913,Sat,1913,TO,,NZL,AUS,25,13,5,3,5,0,"Carisbrook, Dunedin",N
20 Sep 1913,Sat,1913,TO,,NZL,AUS,5,16,1,4,0,5,"Lancaster Park, Christchurch",N
15 Nov 1913,Sat,1913,TO,,USA,NZL,3,51,0,13,0,5,Berkeley,N
01 Jan 1914,Fri,1914,5N,,FRA,IRE,6,8,2,2,1,4,"Parc des Princes, Paris",N
17 Jan 1914,Sun,1914,5N,,ENG,WAL,10,9,2,1,4,1,"Twickenham, London",N
07 Feb 1914,Sat,1914,5N,,WAL,SCO,24,5,3,1,4,0,Cardiff Arms Park,N
14 Feb 1914,Sat,1914,5N,,ENG,IRE,17,12,5,2,5,1,"Twickenham, London",N
28 Feb 1914,Sat,1914,5N,,IRE,SCO,6,0,2,0,4,0,"Lansdowne Rd, Dublin",N
02 Mar 1914,Mon,1914,5N,,WAL,FRA,31,0,7,0,5,0,Swansea,N
14 Mar 1914,Sat,1914,5N,,IRE,WAL,3,11,1,3,0,4,"Balmoral Showground, Belfast",N
21 Mar 1914,Sat,1914,5N CA,,SCO,ENG,15,16,3,4,1,5,Inverleith,N
13 Apr 1914,Mon,1914,5N,,FRA,ENG,13,39,3,9,0,5,"Stade Colombes, Paris",N
18 Jul 1914,Sat,1914,TO,,AUS,NZL,0,5,0,1,1,4,"Cricket Ground, Sydney",N
01 Aug 1914,Sat,1914,TO,,AUS,NZL,0,17,0,5,0,5,"Woolloongabba, Brisbane",N
15 Aug 1914,Sat,1914,TO,,AUS,NZL,7,22,1,6,0,5,"Cricket Ground, Sydney",N
01 Jan 1920,Fri,1920,5N,,FRA,SCO,0,5,0,1,1,4,"Parc des Princes, Paris",N
17 Jan 1920,Sun,1920,5N,,WAL,ENG,19,5,2,1,4,0,Swansea,N
31 Jan 1920,Sun,1920,5N,,ENG,FRA,8,3,1,1,4,1,"Twickenham, London",N
07 Feb 1920,Sat,1920,5N,,SCO,WAL,9,5,1,1,4,1,Inverleith,N
14 Feb 1920,Sat,1920,5N,,IRE,ENG,11,14,2,4,1,5,"Lansdowne Rd, Dublin",N
17 Feb 1920,Tue,1920,5N,,FRA,WAL,5,6,1,2,1,4,"Stade Colombes, Paris",N
28 Feb 1920,Sat,1920,5N,,SCO,IRE,19,0,4,0,5,0,Inverleith,N
13 Mar 1920,Sat,1920,5N,,WAL,IRE,28,4,6,0,5,0,Cardiff Arms Park,N
20 Mar 1920,Sat,1920,5N CA,,ENG,SCO,13,4,3,0,4,0,"Twickenham, London",N
03 Apr 1920,Sat,1920,5N,,IRE,FRA,7,15,1,5,0,5,"Lansdowne Rd, Dublin",N
24 Jul 1920,Sat,1920,TO,,NSW,NZL,15,26,3,6,0,5,"Sports Ground, Sydney",N
31 Jul 1920,Sat,1920,TO,,NSW,NZL,6,14,1,4,0,5,"Sports Ground, Sydney",N
07 Aug 1920,Sat,1920,TO,,NSW,NZL,13,24,3,6,0,5,"Sports Ground, Sydney",N
05 Sep 1920,Sun,1920,OL,,USA,FRA,8,0,1,0,4,0,Antwerp,Y
10 Oct 1920,Sun,1920,TO,,FRA,USA,14,5,4,0,5,0,"Stade Colombes, Paris",N
15 Jan 1921,Sun,1921,5N,,ENG,WAL,18,3,4,1,5,0,"Twickenham, London",N
22 Jan 1921,Sun,1921,5N,,SCO,FRA,0,3,0,1,1,4,Inverleith,N
05 Feb 1921,Sat,1921,5N,,WAL,SCO,8,14,0,3,0,4,Swansea,N
12 Feb 1921,Sat,1921,5N,,ENG,IRE,15,0,3,0,4,0,"Twickenham, London",N
26 Feb 1921,Sat,1921,5N,,WAL,FRA,12,4,2,0,4,0,Cardiff Arms Park,N
26 Feb 1921,Sat,1921,5N,,IRE,SCO,9,8,3,2,4,1,"Lansdowne Rd, Dublin",N
12 Mar 1921,Sat,1921,5N,,IRE,WAL,0,6,0,1,0,4,"Balmoral Showground, Belfast",N
19 Mar 1921,Sat,1921,5N CA,,SCO,ENG,0,18,0,4,0,5,Inverleith,N
28 Mar 1921,Mon,1921,5N,,FRA,ENG,6,10,0,2,1,4,"Stade Colombes, Paris",N
09 Apr 1921,Sat,1921,5N,,FRA,IRE,20,10,4,2,5,0,"Stade Colombes, Paris",N
25 Jun 1921,Sat,1921,TO,,NSW,SAF,10,25,1,7,0,5,"Royal Agr. Ground, Sydney",N
27 Jun 1921,Mon,1921,TO,,NSW,SAF,11,16,3,4,1,5,"Royal Agr. Ground, Sydney",N
02 Jul 1921,Sat,1921,TO,,NSW,SAF,9,28,2,6,0,5,"Royal Agr. Ground, Sydney",N
13 Aug 1921,Sat,1921,TO,1,NZL,SAF,13,5,3,1,4,0,"Carisbrook, Dunedin",N
27 Aug 1921,Sat,1921,TO,2,NZL,SAF,5,9,1,1,1,4,"Eden Park, Auckland",N
03 Sep 1921,Sat,1921,TO,,NZL,NSW,0,17,0,4,0,5,"Lancaster Park, Christchurch",N
17 Sep 1921,Sat,1921,TO,3,NZL,SAF,0,0,0,0,2,2,"Athletic Park, Wellington",N
02 Jan 1922,Tue,1922,5N,,FRA,SCO,3,3,1,1,2,2,"Stade Colombes, Paris",N
21 Jan 1922,Sun,1922,5N,,WAL,ENG,28,6,8,2,5,0,Cardiff Arms Park,N
04 Feb 1922,Sat,1922,5N,,SCO,WAL,9,9,2,1,2,2,Inverleith,N
11 Feb 1922,Sat,1922,5N,,IRE,ENG,3,12,1,4,0,5,"Lansdowne Rd, Dublin",N
25 Feb 1922,Sat,1922,5N,,ENG,FRA,11,11,1,3,2,2,"Twickenham, London",N
25 Feb 1922,Sat,1922,5N,,SCO,IRE,6,3,2,1,4,1,Inverleith,N
11 Mar 1922,Sat,1922,5N,,WAL,IRE,11,5,3,1,4,0,Swansea,N
18 Mar 1922,Sat,1922,5N CA,,ENG,SCO,11,5,3,1,4,0,"Twickenham, London",N
23 Mar 1922,Thu,1922,5N,,FRA,WAL,3,11,1,3,0,4,"Stade Colombes, Paris",N
08 Apr 1922,Sat,1922,5N,,IRE,FRA,8,3,1,1,4,1,"Lansdowne Rd, Dublin",N
29 Jul 1922,Sat,1922,TO,,NSW,NZL,19,26,3,7,0,5,"Royal Agr. Ground, Sydney",N
05 Aug 1922,Sat,1922,TO,,NSW,NZL,14,8,1,2,4,0,"Royal Agr. Ground, Sydney",N
07 Aug 1922,Mon,1922,TO,,NSW,NZL,8,6,2,2,4,1,"Royal Agr. Ground, Sydney",N
20 Jan 1923,Sun,1923,5N,,SCO,FRA,16,3,4,0,5,0,Inverleith,N
20 Jan 1923,Sun,1923,5N,,ENG,WAL,7,3,1,1,4,1,"Twickenham, London",N
03 Feb 1923,Sat,1923,5N,,WAL,SCO,8,11,1,3,1,4,Cardiff Arms Park,N
10 Feb 1923,Sat,1923,5N,,ENG,IRE,23,5,5,1,5,0,"Welford Rd, Leicester",N
24 Feb 1923,Sat,1923,5N,,WAL,FRA,16,8,3,2,4,0,Swansea,N
24 Feb 1923,Sat,1923,5N,,IRE,SCO,3,13,1,3,0,4,"Lansdowne Rd, Dublin",N
10 Mar 1923,Sat,1923,5N,,IRE,WAL,5,4,1,0,4,1,"Lansdowne Rd, Dublin",N
17 Mar 1923,Sat,1923,5N CA,,SCO,ENG,6,8,1,1,1,4,Inverleith,N
02 Apr 1923,Mon,1923,5N,,FRA,ENG,3,12,0,2,0,4,"Stade Colombes, Paris",N
14 Apr 1923,Sat,1923,5N,,FRA,IRE,14,8,4,2,5,0,"Stade Colombes, Paris",N
25 Aug 1923,Sat,1923,TO,,NZL,NSW,19,9,3,3,4,0,"Carisbrook, Dunedin",N
01 Sep 1923,Sat,1923,TO,,NZL,NSW,34,6,7,2,5,0,"Lancaster Park, Christchurch",N
15 Sep 1923,Sat,1923,TO,,NZL,NSW,38,11,8,2,5,0,"Athletic Park, Wellington",N
01 Jan 1924,Wed,1924,5N,,FRA,SCO,12,10,4,1,5,1,"Stade Charlety, Paris",N
19 Jan 1924,Sun,1924,5N,,WAL,ENG,9,17,3,5,0,5,Swansea,N
26 Jan 1924,Sun,1924,5N,,IRE,FRA,6,0,2,0,4,0,"Lansdowne Rd, Dublin",N
