06-Feb-16,Sat,2016,6N,1,FRA,ITA,23,21,3,2,4,1,"Stade de France, Paris",N
06-Feb-16,Sat,2016,6N,1,SCO,ENG,9,15,0,2,1,4,"Murrayfield, Edinburgh",N
07-Feb-16,Sun,2016,6N,1,IRE,WAL,16,16,1,1,2,2,"Lansdowne Rd, Dublin",N
13-Feb-16,Sat,2016,6N,2,FRA,IRE,10,9,1,0,4,1,"Stade de France, Paris",N
13-Feb-16,Sat,2016,6N,2,WAL,SCO,27,23,3,2,4,1,"Millennium Stadium, Cardiff",N
14-Feb-16,Sun,2016,6N,2,ITA,ENG,9,40,0,5,0,5,"Olympic Stadium, Rome",N
26-Feb-16,Fri,2016,6N,3,WAL,FRA,19,10,1,1,4,0,"Millennium Stadium, Cardiff",N
27-Feb-16,Sat,2016,6N,3,ITA,SCO,20,36,2,3,0,4,"Olympic Stadium, Rome",N
27-Feb-16,Sat,2016,6N,3,ENG,IRE,21,10,2,1,4,0,"Twickenham, London",N
12-Mar-16,Sat,2016,6N,4,IRE,ITA,58,15,9,2,5,0,"Lansdowne Rd, Dublin",N
12-Mar-16,Sat,2016,6N,4,ENG,WAL,25,21,1,3,4,1,"Twickenham, London",N
13-Mar-16,Sun,2016,6N,4,SCO,FRA,29,18,3,2,4,0,"Murrayfield, Edinburgh",N
